prev_practice_mse_cv_results,prev_practice_r2_results,prev_practice_mse_mean,prev_practice_mse_95_ci_lower,prev_practice_mse_95_ci_upper,prev_practice_r2_mean,prev_practice_r2_95_ci_lower,prev_practice_r2_95_ci_upper
"[11.749193548387098, 17.436290322580646, 13.041129032258064, 15.336290322580645, 13.729032258064516, 14.09274193548387, 12.125806451612902, 12.124193548387098, 18.481451612903225, 14.46774193548387, 11.85725806451613, 13.229032258064516, 19.137096774193548, 14.641935483870968, 12.426612903225806]","[0.3987843073357955, 0.27870124447390743, 0.2932199193013283, 0.288697345351847, 0.3701391856054729, 0.32361295003547685, 0.35538918701442135, 0.3861895277825548, 0.26356565542355537, 0.31233071681893554, 0.35306021376663743, 0.28739736589094045, 0.2698186135060182, 0.36326764443555504, 0.35926048138728817]",14.258387096774191,12.930824770695132,15.58594942285325,0.3268956238753156,0.3019587645035453,0.35183248324708594
