lr_mse_cv_results,lr_adj_r2_results,lr_mse_mean,lr_mse_95_ci_lower,lr_mse_95_ci_upper,lr_adj_r2_mean,lr_adj_r2_95_ci_lower,lr_adj_r2_95_ci_upper
"[1.1081754735792622, 0.9705882352941176, 0.9307078763708874, 1.0199401794616152, 1.0378863409770689]","[0.8180816972196667, 0.8320246024639003, 0.8291645801092334, 0.8311661486968671, 0.8218930764846759]",1.0134596211365903,0.9294852093783266,1.097434032894854,0.8264660209948687,0.8188249949682884,0.8341070470214489
