param,xgb_mse_cv_results,xgb_adj_r2_cv_results,early_stopping_rounds,early_stopping_round_mean,xgb_mse_mean,xgb_mse_95_ci_lower,xgb_mse_95_ci_upper,xgb_adj_r2_mean,xgb_adj_r2_95_ci_lower,xgb_adj_r2_95_ci_upper
"{'colsample_bytree': 1, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'reg_lambda': 3, 'subsample': 1}","[10.837096774193549, 14.731451612903227, 12.711290322580645, 12.4, 12.343548387096774, 12.194354838709678, 10.570967741935483, 11.27741935483871, 16.65483870967742, 13.781451612903226, 10.326612903225806, 10.57983870967742, 16.300806451612903, 13.62258064516129, 11.625806451612902]","[0.41674131119225644, 0.35903745678642585, 0.275422634724768, 0.39510247258257225, 0.4043780354865566, 0.3844198190607345, 0.40894524184029957, 0.39949423794562733, 0.30198556856373926, 0.3110307281975373, 0.40739746876046934, 0.4005894110586772, 0.34583122320194093, 0.37691996774553016, 0.3695105193689565]","[1398, 1730, 1197, 2816, 3851, 2058, 3128, 1403, 1264, 3000, 1144, 1387, 1792, 4164, 2574]",2194.0,12.663870967741936,11.551214996551156,13.776526938932715,0.3704537397677394,0.3462591489429975,0.3946483305924813
"{'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'reg_lambda': 1, 'subsample': 0.8}","[11.151612903225807, 14.17016129032258, 12.833064516129033, 12.287903225806451, 11.941129032258065, 11.843548387096774, 10.574193548387097, 11.691935483870967, 16.741129032258065, 13.299193548387096, 10.64274193548387, 10.975806451612904, 16.223387096774193, 13.754032258064516, 11.939516129032258]","[0.39981387491937204, 0.38345908760027847, 0.2684811817266358, 0.4005707839971808, 0.4237962610381186, 0.40212879192685336, 0.4087648772512975, 0.37742187226370905, 0.2983690886022984, 0.33514001630906354, 0.3892561027123712, 0.37815549085361666, 0.34893814461749595, 0.370907533145869, 0.3524974500039817]","[424, 1016, 531, 2481, 789, 752, 810, 605, 460, 744, 351, 792, 446, 2019, 1136]",890.0,12.671290322580642,11.629176076609095,13.713404568552189,0.36918003713120945,0.34562969081680855,0.39273038344561034
"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'reg_lambda': 3, 'subsample': 1}","[11.216129032258065, 13.937096774193549, 12.958064516129033, 12.326612903225806, 11.99274193548387, 11.278225806451612, 10.484677419354838, 12.137903225806452, 16.892741935483873, 13.727419354838709, 10.581451612903226, 11.176612903225806, 16.33467741935484, 13.431451612903226, 11.625]","[0.39634158029929323, 0.3935996785560306, 0.2613558491788842, 0.3986824462424958, 0.4213057471397219, 0.4306666999248975, 0.4137699945961043, 0.3536747551000885, 0.2920148995111683, 0.3137319360628754, 0.39277330633394114, 0.36677861482294427, 0.34447194508263557, 0.38566197388123413, 0.3695542547657815]","[306, 1271, 680, 3464, 991, 859, 1350, 256, 515, 995, 344, 1179, 448, 1904, 1382]",1063.0,12.673387096774196,11.605926944504374,13.740847249044018,0.36895891209987314,0.34206044978693706,0.3958573744128092
"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 3, 'subsample': 0.8}","[11.15241935483871, 14.579032258064515, 12.783870967741935, 12.364516129032259, 12.22258064516129, 11.664516129032258, 10.543548387096774, 11.633870967741936, 16.72258064516129, 13.39274193548387, 10.508064516129032, 10.96532258064516, 16.33306451612903, 13.611290322580645, 11.7]","[0.3997704712366211, 0.3656691927401875, 0.2712853448583318, 0.3968334488577001, 0.41021517743592384, 0.41116647463094147, 0.410478340846817, 0.38051372115300497, 0.2991464627996173, 0.33046329821385123, 0.3969846948808211, 0.3787494643010011, 0.3445366726121264, 0.3774363731712681, 0.3654868628610446]","[46, 111, 56, 220, 84, 116, 63, 56, 54, 75, 36, 90, 55, 179, 118]",91.0,12.678494623655915,11.60477614461848,13.75221310269335,0.3692490667066172,0.3460665027646658,0.3924316306485687
"{'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'reg_lambda': 1, 'subsample': 1}","[10.873387096774193, 14.369354838709677, 12.799193548387096, 12.635483870967741, 12.237096774193548, 12.599193548387097, 10.533870967741935, 11.125, 16.979032258064517, 14.048387096774194, 10.360483870967743, 10.570967741935483, 16.01451612903226, 13.431451612903226, 11.765322580645162]","[0.4147881454684622, 0.37479221574536237, 0.27041191699763956, 0.3836150845749051, 0.40951472040199977, 0.36398325727040926, 0.4110194346138232, 0.40761034128002926, 0.28839841954972734, 0.2976859550120604, 0.40545375096960157, 0.4010920039756948, 0.3573203596865454, 0.38566197388123413, 0.3619442957182094]","[1188, 2198, 1046, 4024, 1501, 1750, 2150, 1362, 960, 1383, 1042, 1016, 1999, 3490, 1805]",1794.0,12.689516129032256,11.581341740625042,13.79769051743947,0.3688861250097135,0.3426634388654922,0.3951088111539348
"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 1, 'subsample': 1}","[11.316129032258065, 14.008064516129032, 12.916935483870967, 12.446774193548388, 12.449193548387097, 11.977419354838709, 10.729032258064516, 11.408064516129032, 16.546774193548387, 13.576612903225806, 10.601612903225806, 10.875806451612902, 15.720967741935484, 13.660483870967742, 12.118548387096775]","[0.3909595236381711, 0.390511886154279, 0.26370031343653155, 0.3928207311289945, 0.39928026485077583, 0.3953708850400127, 0.4001073769791994, 0.39253757794471145, 0.30651461823507675, 0.32127112816464043, 0.39161633145842467, 0.38382108373636104, 0.3691007700538581, 0.37518632095912485, 0.3427881919088033]","[37, 166, 39, 82, 74, 91, 115, 51, 54, 88, 39, 56, 60, 138, 78]",78.0,12.69016129032258,11.71334837782484,13.66697420282032,0.36770580024593097,0.3450905216422393,0.39032107884962264
"{'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'reg_lambda': 3, 'subsample': 1}","[11.187903225806451, 14.71532258064516, 12.612096774193548, 12.608870967741936, 11.963709677419354, 11.948387096774194, 10.530645161290323, 11.51774193548387, 16.822580645161292, 13.953225806451613, 10.421774193548387, 10.647580645161291, 16.105645161290322, 13.772580645161291, 11.554032258064517]","[0.3978607091955778, 0.3597392277868239, 0.2810769308755645, 0.38491331678125107, 0.42270666120757006, 0.39683645520824307, 0.41119979920282523, 0.3866974189315968, 0.29495540190972314, 0.30244330617787996, 0.4019365473480315, 0.39675142878326963, 0.3536632542703193, 0.37005915280358537, 0.37340296968639275]","[108, 173, 141, 166, 300, 141, 258, 131, 118, 167, 124, 170, 185, 592, 278]",203.0,12.690806451612906,11.587159596663906,13.794453306561905,0.36894950534457693,0.34477502814289773,0.39312398254625613
"{'colsample_bytree': 1, 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'reg_lambda': 1, 'subsample': 1}","[10.8, 14.135483870967741, 12.855645161290322, 12.727419354838709, 12.04516129032258, 12.470161290322581, 10.562096774193549, 11.27741935483871, 16.912903225806453, 13.908870967741935, 10.52016129032258, 10.660483870967742, 16.22822580645161, 13.453225806451613, 11.987903225806452]","[0.4187378805988019, 0.3849678952511343, 0.2671940248793001, 0.3791302824075282, 0.4187763189616627, 0.37049690246254485, 0.40944124446005525, 0.39949423794562733, 0.29116992755756055, 0.3046607156195754, 0.3962905099555113, 0.39602038454033484, 0.3487439620290237, 0.38466604913159697, 0.349873326194474]","[107, 179, 94, 463, 183, 152, 179, 143, 102, 136, 79, 88, 153, 323, 315]",180.0,12.703010752688174,11.611229009987259,13.794792495389089,0.3679775774663154,0.34195277252170225,0.3940023824109285
"{'colsample_bytree': 1, 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'reg_lambda': 3, 'subsample': 1}","[11.187903225806451, 14.71532258064516, 12.612096774193548, 12.533870967741935, 11.97258064516129, 11.948387096774194, 10.629032258064516, 11.508064516129032, 16.822580645161292, 13.88225806451613, 10.421774193548387, 10.730645161290322, 16.03306451612903, 13.918548387096774, 11.649193548387096]","[0.3978607091955778, 0.3597392277868239, 0.2810769308755645, 0.3885719711809533, 0.42227860413128304, 0.39683645520824307, 0.40569867923826286, 0.3872127270798128, 0.29495540190972314, 0.3059911612845929, 0.4019365473480315, 0.39204533146937703, 0.35657599309740207, 0.36338276837083283, 0.36824219286102766]","[108, 173, 141, 422, 305, 141, 290, 108, 118, 412, 124, 151, 264, 678, 305]",249.0,12.704354838709678,11.613259320527263,13.795450356892093,0.36816031340250055,0.34449408484974375,0.39182654195525735
"{'colsample_bytree': 0.8, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'reg_lambda': 3, 'subsample': 1}","[11.375806451612902, 13.960483870967742, 12.853225806451613, 12.535483870967742, 12.110483870967743, 11.194354838709678, 10.494354838709677, 12.168548387096774, 16.766129032258064, 13.879032258064516, 10.620967741935484, 11.174193548387096, 16.30483870967742, 13.516935483870968, 11.620967741935484]","[0.3877476511145982, 0.39258211060545334, 0.2673319345415147, 0.38849329044117475, 0.4156242623090044, 0.4349005692997855, 0.41322890082909813, 0.35204294596407115, 0.29732132337982475, 0.30615242742580706, 0.39050563557792894, 0.3669156856184945, 0.34566940437821403, 0.38175204708636223, 0.3697729317499072]","[294, 1298, 792, 4077, 951, 992, 1323, 256, 594, 808, 355, 1178, 461, 1870, 1244]",1100.0,12.705053763440862,11.652714620695548,13.757392906186176,0.36733607468808255,0.3414438139599012,0.3932283354162639
"{'colsample_bytree': 0.8, 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 1, 'subsample': 1}","[11.275806451612903, 13.772580645161291, 12.914516129032258, 12.638709677419355, 12.446774193548388, 11.903225806451612, 10.845161290322581, 11.399193548387096, 16.650806451612905, 13.807258064516128, 10.533870967741935, 11.18467741935484, 15.638709677419355, 13.595161290322581, 12.008870967741936]","[0.3931297077757204, 0.4007577427600909, 0.26383822309874616, 0.3834577230953481, 0.39939700768976305, 0.39911623102549065, 0.3936142517751259, 0.39300994374724285, 0.30215456295446086, 0.3097405990678235, 0.39550376704016, 0.36632171217111, 0.3724018740578855, 0.37817409520803635, 0.3487362058770207]","[48, 105, 39, 231, 98, 95, 107, 51, 50, 62, 38, 105, 59, 90, 87]",84.0,12.70768817204301,11.73944859061322,13.6759277534728,0.36662357648960164,0.34322981254288243,0.39001734043632086
"{'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'reg_lambda': 1, 'subsample': 1}","[10.8, 14.21532258064516, 12.855645161290322, 12.593548387096774, 12.04516129032258, 12.470161290322581, 10.562096774193549, 11.27741935483871, 16.912903225806453, 13.904838709677419, 10.52016129032258, 10.49758064516129, 16.22822580645161, 13.800806451612903, 12.029838709677419]","[0.4187378805988019, 0.381494128799164, 0.2671940248793001, 0.38566078380914715, 0.4187763189616627, 0.37049690246254485, 0.40944124446005525, 0.39949423794562733, 0.29116992755756055, 0.30486229829609335, 0.3962905099555113, 0.40524981810738625, 0.3487439620290237, 0.368768139239241, 0.3475990855595674]","[107, 182, 94, 256, 183, 152, 179, 143, 102, 136, 79, 119, 153, 670, 270]",188.0,12.71424731182796,11.607411042189941,13.821083581465977,0.3675986175107123,0.34137794419204737,0.3938192908293773
"{'colsample_bytree': 0.8, 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 3, 'subsample': 0.8}","[11.148387096774194, 14.45, 12.969354838709677, 12.5, 12.34758064516129, 11.591129032258065, 10.54758064516129, 11.586290322580645, 16.586290322580645, 13.424193548387096, 10.52016129032258, 11.01774193548387, 16.615322580645163, 13.893548387096773, 11.596774193548388]","[0.3999874896503761, 0.3712833607433721, 0.2607122707552164, 0.3902242667163026, 0.40418346408824435, 0.4148711103339686, 0.41025288511056457, 0.3830473195484002, 0.30485847320600556, 0.32889095333701246, 0.3962905099555113, 0.3757795970640787, 0.3332093549512487, 0.3645262375278234, 0.3710849936546611]","[46, 93, 72, 243, 84, 116, 63, 52, 54, 75, 36, 110, 51, 221, 128]",96.0,12.71962365591398,11.632172946702347,13.807074365125612,0.36728015244285245,0.34334282461902055,0.39121748026668435
"{'colsample_bytree': 1, 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'reg_lambda': 1, 'subsample': 0.8}","[11.14516129032258, 14.1, 12.725, 12.339516129032258, 12.141129032258064, 12.557258064516128, 10.906451612903226, 11.462096774193549, 16.338709677419356, 13.658064516129032, 10.633870967741936, 10.762903225806452, 16.681451612903224, 13.976612903225806, 11.504032258064516]","[0.40016110438138, 0.3865117914520101, 0.2746411466388856, 0.3980530003242676, 0.41414551968183133, 0.36610019195785326, 0.3901873245840869, 0.38966044078383877, 0.3152347287963083, 0.31719915809898136, 0.3897651716575983, 0.3902177208620402, 0.3305555262421287, 0.360726969038467, 0.3761145642895508]","[95, 246, 109, 214, 182, 250, 194, 100, 86, 223, 75, 81, 126, 447, 200]",175.0,12.728817204301073,11.675290960433289,13.782343448168858,0.36661829058594847,0.3447081504942092,0.3885284306776877
"{'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'reg_lambda': 1, 'subsample': 0.8}","[11.14516129032258, 14.075, 12.65241935483871, 12.261290322580646, 12.141129032258064, 12.486290322580645, 10.852419354838709, 11.462096774193549, 16.338709677419356, 13.658064516129032, 10.633870967741936, 10.762903225806452, 16.681451612903224, 13.976612903225806, 11.897580645161291]","[0.40016110438138, 0.38759953650262713, 0.2787784365053221, 0.4018690162035268, 0.41414551968183133, 0.36968269681352783, 0.39320843144987117, 0.38966044078383877, 0.3152347287963083, 0.31719915809898136, 0.3897651716575983, 0.3902177208620402, 0.3305555262421287, 0.360726969038467, 0.35477169063888836]","[95, 165, 157, 286, 182, 365, 161, 100, 86, 223, 75, 81, 126, 447, 306]",190.0,12.734999999999998,11.687474510564755,13.78252548943524,0.3662384098437558,0.34444674618847787,0.3880300734990337
"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 3, 'subsample': 1}","[11.51774193548387, 14.081451612903226, 12.854032258064516, 12.30241935483871, 11.758064516129032, 11.353225806451613, 10.714516129032258, 12.148387096774194, 16.68951612903226, 13.814516129032258, 10.567741935483872, 11.515322580645162, 16.266129032258064, 13.970967741935484, 11.731451612903227]","[0.3801086029504247, 0.387318828102468, 0.2672859646541098, 0.39986265733917403, 0.4326298025214944, 0.42688064365696865, 0.4009190176297086, 0.35311650460618793, 0.30053221680353415, 0.3093777502500915, 0.39356004924929233, 0.34758870344590687, 0.34722286508599165, 0.36098517175133604, 0.3637811823848647]","[28, 85, 100, 125, 87, 129, 112, 27, 57, 95, 34, 145, 52, 122, 106]",87.0,12.752365591397847,11.718733903936403,13.785997278859291,0.36474466402877026,0.33909860435785144,0.3903907236996891
"{'colsample_bytree': 1, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'reg_lambda': 1, 'subsample': 1}","[10.866935483870968, 14.405645161290323, 12.799193548387096, 12.567741935483872, 12.595967741935484, 12.57983870967742, 10.57983870967742, 11.141935483870968, 16.779032258064515, 13.916129032258064, 10.370967741935484, 10.484677419354838, 16.259677419354837, 14.183064516129033, 11.793548387096774]","[0.4151353749304699, 0.3732132309944668, 0.27041191699763956, 0.3869196756456039, 0.39219786595221007, 0.3649603040492295, 0.408449239220544, 0.40670855202065137, 0.2967805413295158, 0.30429786680184345, 0.404852124034333, 0.40598086235032105, 0.3474817752039545, 0.3512841269678334, 0.36041355682932985]","[1226, 2360, 1046, 3992, 3181, 1766, 1782, 1099, 1149, 1900, 1038, 1139, 1366, 9338, 1798]",2279.0,12.754946236559137,11.634197934399962,13.875694538718312,0.3659391342218631,0.340959858808057,0.39091840963566915
"{'colsample_bytree': 0.8, 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 1, 'subsample': 0.8}","[10.95483870967742, 14.4, 13.200806451612904, 12.616129032258064, 12.448387096774194, 12.179032258064517, 10.629032258064516, 11.937096774193549, 17.193548387096776, 13.59274193548387, 10.351612903225806, 10.68467741935484, 16.120967741935484, 13.646774193548387, 11.468548387096774]","[0.41040437351061254, 0.37345885084460595, 0.24751891307002472, 0.3845592534522476, 0.39931917913043824, 0.38519331442730076, 0.40569867923826286, 0.3643673991755705, 0.2794079179633411, 0.32046479745856926, 0.40596281991482874, 0.3946496765848322, 0.3530483427401573, 0.37581338469037795, 0.3780389217498564]","[48, 84, 69, 342, 156, 48, 77, 52, 37, 64, 35, 90, 58, 102, 87]",90.0,12.761612903225807,11.653818251332792,13.869407555118821,0.365193721596735,0.33877774300264113,0.3916097001908289
"{'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 1, 'subsample': 0.8}","[10.966129032258065, 14.212096774193549, 13.096774193548388, 12.574193548387097, 12.016129032258064, 12.416935483870967, 10.54516129032258, 11.970161290322581, 17.14516129032258, 13.650806451612903, 10.535483870967742, 10.55967741935484, 16.316935483870967, 14.223387096774193, 11.303225806451612]","[0.4097967219520988, 0.3816344829992435, 0.2534490285452502, 0.38660495268648964, 0.4201772330295108, 0.3731837811043007, 0.4103881585523159, 0.36260676300249906, 0.2814358506519997, 0.3175620069167133, 0.39541120905011873, 0.40173166768826274, 0.34518394790703366, 0.3494398218759126, 0.38700467809900774]","[48, 96, 72, 201, 51, 96, 72, 52, 38, 66, 39, 62, 43, 254, 79]",85.0,12.768817204301076,11.637747568491244,13.899886840110907,0.3650406869373838,0.33815537210077384,0.3919260017739937
"{'colsample_bytree': 0.8, 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 3, 'subsample': 1}","[11.51774193548387, 13.87258064516129, 12.811290322580644, 12.433870967741935, 11.750806451612902, 11.483064516129032, 10.874193548387098, 12.189516129032258, 16.916129032258066, 13.87258064516129, 10.567741935483872, 11.286290322580646, 16.368548387096773, 13.941129032258065, 11.890322580645162]","[0.3801086029504247, 0.39640676255762286, 0.26972236868656674, 0.39345017704722274, 0.4329800310384565, 0.42032628818238216, 0.39199097047410747, 0.3509264449762699, 0.2910347320449833, 0.30647495970823546, 0.39356004924929233, 0.36056473875799877, 0.3431126669633304, 0.3623499575193573, 0.35516530921031453]","[28, 107, 160, 136, 85, 123, 140, 27, 56, 82, 34, 106, 48, 148, 127]",94.0,12.785053763440862,11.737736551581953,13.83237097529977,0.363211603957771,0.33758634245729296,0.3888368654582491
"{'colsample_bytree': 1, 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 3, 'subsample': 0.8}","[11.616129032258064, 14.479032258064516, 12.706451612903226, 12.528225806451612, 12.239516129032259, 11.65, 10.71774193548387, 11.589516129032258, 16.43951612903226, 13.82258064516129, 10.875, 11.279838709677419, 16.291129032258066, 14.176612903225806, 11.761290322580646]","[0.3748133536548045, 0.37002017294265555, 0.27569845404919724, 0.3888473537701781, 0.40939797756301244, 0.4118992597150567, 0.40073865304070655, 0.38287555016566144, 0.31100986902826966, 0.308974584897056, 0.3759277521464216, 0.3609302608794662, 0.34621958837888533, 0.3515792157825406, 0.362162972702335]","[27, 83, 72, 190, 108, 44, 59, 45, 55, 76, 31, 94, 40, 146, 130]",80.0,12.811505376344087,11.794582351143726,13.828428401544448,0.3620730012477498,0.3406074756647812,0.38353852683071843
"{'colsample_bytree': 1, 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 1, 'subsample': 0.8}","[11.384677419354839, 14.455645161290322, 12.970161290322581, 12.180645161290322, 12.641935483870968, 11.843548387096774, 10.976612903225806, 11.924193548387096, 16.66774193548387, 13.446774193548388, 10.616935483870968, 11.214516129032258, 16.241129032258065, 14.135483870967741, 11.601612903225806]","[0.3872702106043373, 0.3710377408932327, 0.2606663008678115, 0.4058030531924538, 0.3899797520114505, 0.40212879192685336, 0.38626439477329255, 0.36505447670652513, 0.30144478651343043, 0.3277620903485129, 0.3907370305530322, 0.3646311723593234, 0.34822614179309797, 0.35346040697629966, 0.37082258127371026]","[46, 61, 61, 182, 51, 46, 61, 58, 56, 65, 35, 76, 40, 95, 88]",68.0,12.82010752688172,11.7957651719919,13.844449881771542,0.36168592871955757,0.3397784471345844,0.38359341030453076
"{'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 3, 'subsample': 0.8}","[11.616129032258064, 14.514516129032257, 12.69758064516129, 12.371774193548386, 12.09032258064516, 11.654838709677419, 10.737903225806452, 11.856451612903227, 17.030645161290323, 13.810483870967742, 10.904838709677419, 11.101612903225806, 16.191935483870967, 14.069354838709678, 11.785483870967742]","[0.3748133536548045, 0.36847627674177974, 0.27620412281065054, 0.39647938552869655, 0.41659711930056564, 0.41165499802035166, 0.3996113743594438, 0.36866163374403704, 0.28623529134849157, 0.30957933292660933, 0.3742154293306571, 0.3710278094850026, 0.3502003314425651, 0.35648506732704954, 0.36085091079758114]","[27, 82, 61, 190, 109, 44, 61, 26, 57, 66, 31, 61, 51, 165, 130]",77.0,12.828924731182793,11.771741421778419,13.886108040587168,0.3614061624545524,0.33821810206090624,0.3845942228481986
"{'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 1, 'subsample': 0.8}","[11.394354838709678, 14.34758064516129, 13.049193548387096, 12.362903225806452, 12.558064516129033, 11.838709677419354, 11.094354838709677, 11.846774193548388, 16.481451612903225, 13.34032258064516, 10.616935483870968, 11.175, 16.241129032258065, 14.272580645161291, 11.862096774193548]","[0.3867493664113255, 0.3757396065958998, 0.25616125190213634, 0.3969121295974787, 0.39402683709634523, 0.4023730536215584, 0.37968108727471783, 0.36917694189225303, 0.3092523273647657, 0.3330838730085822, 0.3907370305530322, 0.3668699953533112, 0.34822614179309797, 0.3471897696637696, 0.356696048099194]","[46, 65, 70, 163, 51, 46, 50, 50, 54, 79, 35, 76, 40, 150, 122]",73.0,12.832096774193552,11.833204794853334,13.83098875353377,0.36085836401516447,0.3393454995242461,0.38237122850608285
"{'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'reg_lambda': 1, 'subsample': 1}","[11.55241935483871, 14.615322580645161, 13.040322580645162, 12.141129032258064, 12.666935483870967, 12.166935483870967, 10.698387096774194, 12.022580645161291, 16.60322580645161, 13.4, 11.06532258064516, 11.116935483870968, 15.870967741935484, 14.057258064516128, 12.318548387096774]","[0.3782422445921323, 0.3640902079892918, 0.25666692066358965, 0.4077307313170282, 0.3887734093419145, 0.3858039686640635, 0.4018208405747188, 0.35981551053299576, 0.304148696764975, 0.33010044939611904, 0.3650059093215462, 0.37015969444651764, 0.3630811098112203, 0.35703835885462576, 0.33194181349617147]","[300, 908, 430, 939, 671, 813, 823, 482, 415, 559, 404, 703, 503, 1436, 601]",666.0,12.889086021505376,11.92337629816793,13.854795744842821,0.3576279910511273,0.3359712647333715,0.3792847173688831
"{'colsample_bytree': 1, 'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'reg_lambda': 1, 'subsample': 1}","[11.535483870967742, 14.687903225806451, 12.968548387096774, 12.12741935483871, 12.72983870967742, 12.21774193548387, 10.999193548387098, 12.080645161290322, 16.529032258064515, 13.463709677419354, 11.095161290322581, 11.07741935483871, 15.870967741935484, 14.137903225806452, 12.3]","[0.37915372192990304, 0.36093223848750056, 0.2607582406426212, 0.4083995176051458, 0.38573809552824356, 0.38323922086966, 0.38500184265027815, 0.35672366164369973, 0.30725819355425155, 0.32691544310713827, 0.3632935865057818, 0.37239851744050534, 0.3630811098112203, 0.3533497486707845, 0.3329477276231495]","[298, 894, 446, 1266, 666, 852, 1042, 512, 439, 664, 407, 696, 503, 1888, 612]",746.0,12.921397849462364,11.971191610543626,13.871604088381103,0.3559460577379922,0.33555720570865305,0.37633490976733136
"{'colsample_bytree': 1, 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 1, 'subsample': 1}","[11.603225806451613, 14.946774193548388, 12.895967741935484, 12.438709677419356, 12.374193548387098, 12.329032258064515, 10.837903225806452, 11.971774193548388, 16.616129032258065, 13.616935483870968, 10.941935483870967, 11.449193548387097, 15.891935483870968, 13.692741935483872, 12.34758064516129]","[0.37550781257882027, 0.3496688139311116, 0.2648955305090577, 0.39321413482788725, 0.40289929285938353, 0.377621201891443, 0.39402007210038037, 0.3625208783111298, 0.3036079147146661, 0.31925530139946257, 0.3720865955597068, 0.35133530519094747, 0.3622396519278409, 0.37371087688558835, 0.330367339210467]","[32, 105, 38, 112, 62, 109, 92, 57, 40, 58, 31, 68, 45, 105, 69]",68.0,12.930268817204302,11.971844471599898,13.888693162808707,0.35553004812652617,0.3347869383145982,0.3762731579384541
"{'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 1, 'subsample': 1}","[11.689516129032258, 14.84032258064516, 12.78225806451613, 12.495967741935484, 12.50241935483871, 12.4, 10.933870967741935, 11.96532258064516, 16.67983870967742, 13.30241935483871, 10.921774193548387, 11.424193548387096, 15.790322580645162, 14.10483870967742, 12.459677419354838]","[0.3708636185244647, 0.3543005025337388, 0.27137728463314137, 0.3904209685657489, 0.3967119223930542, 0.37403869703576853, 0.38865422557756957, 0.3628644170766071, 0.30093780334126574, 0.3349787501678494, 0.3732435704352234, 0.35275170341163353, 0.3663174862857569, 0.3548620788461593, 0.32428811905177435]","[32, 64, 40, 109, 56, 85, 104, 47, 39, 46, 31, 64, 51, 173, 107]",70.0,12.95284946236559,12.004550669457977,13.901148255273203,0.35444074319198376,0.3354151625897033,0.37346632379426425
"{'colsample_bytree': 1, 'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'reg_lambda': 3, 'subsample': 1}","[11.43467741935484, 14.719354838709677, 13.010483870967741, 12.147580645161291, 12.080645161290322, 11.375, 10.875, 12.22258064516129, 17.381451612903227, 14.227419354838709, 10.97258064516129, 11.210483870967742, 16.938709677419354, 13.80967741935484, 12.321774193548388]","[0.3845791822737762, 0.35956378503672437, 0.2583678064975691, 0.40741600835791403, 0.41706409065651495, 0.4257814660307957, 0.391945879326857, 0.3491658088031985, 0.2715327793557172, 0.288735684174671, 0.3703279937489218, 0.3648596236852406, 0.3202314852883573, 0.36836239211901844, 0.3317668719088711]","[28, 114, 62, 152, 67, 95, 99, 26, 47, 57, 27, 76, 45, 100, 173]",78.0,12.981827956989246,11.841334585371618,14.122321328606875,0.3539800571509432,0.3255711445863736,0.38238896971551284
"{'colsample_bytree': 1, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'reg_lambda': 3, 'subsample': 1}","[11.379032258064516, 14.87258064516129, 13.181451612903226, 12.548387096774194, 12.233870967741936, 11.801612903225806, 11.005645161290323, 12.473387096774193, 17.625806451612902, 13.991129032258064, 10.901612903225807, 11.42016129032258, 16.300806451612903, 13.944354838709678, 11.786290322580646]","[0.38757403638359433, 0.3528969605329427, 0.24862219036774114, 0.3878638445229463, 0.4096703775206496, 0.4042457266142975, 0.38464111347227414, 0.3358107392952674, 0.2612917192779918, 0.3005484290186129, 0.37440054531073985, 0.3529801547375506, 0.34583122320194093, 0.3622024131120035, 0.3608071754007559]","[288, 1459, 611, 1954, 1031, 851, 1272, 257, 534, 519, 296, 1032, 619, 1526, 812]",871.0,13.031075268817204,11.931709736900276,14.130440800734133,0.35129244325128717,0.32472876518153515,0.3778561213210392
